# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DNAJC28	DNAJC28	NM_017833.4	protein_coding	1	0	0	24	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	0	18
DNMT3L	DNMT3L	NM_013369.4	protein_coding	0	2	0	25	0	0	0	0	0	0	0	0	0	15	0	0	0	0	1	0	1	11
DNMT3L	DNMT3L	NM_175867.3	protein_coding	0	2	0	25	0	0	0	0	0	0	0	0	0	15	0	0	0	0	1	0	1	11
DNMT3L-AS1	DNMT3L-AS1.2	NR_135514.1.2		0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
DONSON	DONSON	NM_017613.4	protein_coding	0	0	0	33	0	0	0	0	0	0	0	12	0	18	0	0	0	0	0	0	0	3
DOP1B	DOP1B	NM_001320714.1	protein_coding	0	3	4	325	1	0	1	0	0	0	0	15	0	295	4	0	0	0	1	0	2	14
DOP1B	DOP1B	NM_005128.3	protein_coding	0	3	4	298	1	0	0	0	0	0	0	15	0	269	4	0	0	0	1	0	2	14
DSCAM	DSCAM	NM_001271534.3	protein_coding	0	3	2	1558	6	0	0	0	0	0	0	8	0	1534	2	0	0	0	0	0	3	10
DSCAM	DSCAM	NM_001389.5	protein_coding	0	3	2	1558	6	0	0	0	0	0	0	8	0	1534	2	0	0	0	0	0	3	10
DSCAM	DSCAM	NR_073202.3		0	0	0	1563	0	0	0	0	0	0	0	8	0	1534	0	11	0	0	0	0	0	10
DSCAM-AS1	DSCAM-AS1	NR_038896.1		0	0	0	20	0	0	0	0	0	0	0	13	0	1	0	2	0	0	0	0	0	4
DSCAM-AS1	DSCAM-AS1	NR_038898.1		0	0	0	20	0	0	0	0	0	0	0	13	0	1	0	2	0	0	0	0	0	4
DSCAM-AS1	DSCAM-AS1	NR_038899.1		0	0	0	20	0	0	0	0	0	0	0	13	0	1	0	2	0	0	0	0	0	4
DSCAM-AS1	DSCAM-AS1	NR_038900.1		0	0	0	20	0	0	0	0	0	0	0	13	0	1	0	2	0	0	0	0	0	4
DSCAM-IT1	DSCAM-IT1	NR_046774.2		0	0	0	23	0	0	0	0	0	0	0	2	0	13	0	1	0	0	0	0	0	7
DSCR10	DSCR10	NR_027695.1		0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
DSCR4	DSCR4	NR_147130.1		0	0	0	63	0	0	0	0	0	0	0	6	0	49	0	4	0	0	0	0	0	4
DSCR8	DSCR8	NR_026838.1		0	0	0	31	0	0	0	0	0	0	0	1	0	27	0	1	0	0	0	0	0	2
DSCR8	DSCR8	NR_026839.1		0	0	0	31	0	0	0	0	0	0	0	1	0	27	0	1	0	0	0	0	0	2
DSCR8	DSCR8	NR_026840.1		0	0	0	31	0	0	0	0	0	0	0	1	0	28	0	0	0	0	0	0	0	2
DSCR8	DSCR8	NR_026841.1		0	0	0	31	0	0	0	0	0	0	0	1	0	28	0	0	0	0	0	0	0	2
DSCR8	DSCR8	NR_026842.1		0	0	0	31	0	0	0	0	0	0	0	1	0	28	0	0	0	0	0	0	0	2
DSCR9	DSCR9	NR_026719.2		0	0	0	44	0	0	0	0	0	0	0	3	0	17	0	7	0	0	0	0	0	17
DYRK1A	DYRK1A	NM_001347721.2	protein_coding	0	0	0	186	12	0	0	0	0	0	0	5	0	166	0	0	0	0	0	0	0	3
DYRK1A	DYRK1A	NM_001347722.2	protein_coding	0	0	0	187	12	0	0	0	0	0	0	5	0	166	0	0	0	0	0	0	0	4
DYRK1A	DYRK1A	NM_001347723.1	protein_coding	0	0	0	178	4	0	0	0	0	0	0	5	0	166	0	0	0	0	0	0	0	3
DYRK1A	DYRK1A	NM_001396.4	protein_coding	0	0	0	180	4	0	0	0	0	0	0	5	0	166	0	0	0	0	0	0	0	5
DYRK1A	DYRK1A	NM_101395.2	protein_coding	0	1	0	175	4	0	0	0	0	0	0	5	0	165	0	0	0	0	0	0	1	1
DYRK1A	DYRK1A	NM_130436.2	protein_coding	0	2	0	135	4	2	3	0	0	0	0	5	0	114	0	0	0	0	0	0	0	9
DYRK1A	DYRK1A	NM_130438.2	protein_coding	0	0	0	133	4	0	0	0	0	0	0	5	0	114	0	0	0	0	0	0	0	10
ERG	ERG	NM_001136154.1	protein_coding	0	1	0	510	3	0	1	0	0	0	0	5	0	494	0	0	0	0	0	0	1	7
ERG	ERG	NM_001136155.1	protein_coding	0	2	0	212	3	1	1	0	0	0	0	5	0	194	0	0	0	0	0	0	1	9
ERG	ERG	NM_001243428.1	protein_coding	0	1	0	510	3	0	0	0	0	0	0	5	0	490	0	0	0	0	0	0	1	12
ERG	ERG	NM_001243429.1	protein_coding	0	1	0	401	3	0	0	0	0	0	0	5	0	390	0	0	0	0	0	0	1	3
ERG	ERG	NM_001243432.2	protein_coding	0	1	0	521	0	0	1	0	0	0	0	5	0	508	0	0	0	0	0	0	1	7
ERG	ERG	NM_001291391.1	protein_coding	0	1	0	488	0	0	1	0	0	0	0	7	0	473	0	0	0	0	0	0	1	7
ERG	ERG	NM_001331025.2	protein_coding	0	2	0	212	3	1	1	0	0	0	0	5	0	194	0	0	0	0	0	0	1	9
ERG	ERG	NM_004449.4	protein_coding	0	1	0	510	3	0	1	0	0	0	0	5	0	494	0	0	0	0	0	0	1	7
ERG	ERG	NM_182918.4	protein_coding	0	2	0	212	3	1	1	0	0	0	0	5	0	194	0	0	0	0	0	0	1	9
ERG	ERG	NR_111949.2		0	0	0	343	0	0	0	0	0	0	0	3	0	331	0	2	0	0	0	0	0	7
ERVH48-1	ERVH48-1	NM_001308491.1	protein_coding	0	1	0	48	5	1	4	0	0	0	0	15	0	10	0	0	0	0	0	0	0	14
ETS2	ETS2	NM_001256295.2	protein_coding	0	2	1	51	8	0	0	0	0	0	0	10	0	23	1	0	0	0	0	0	2	10
ETS2	ETS2	NM_005239.6	protein_coding	0	2	0	51	8	0	0	0	0	0	0	10	0	23	0	0	0	0	0	0	2	10
EVA1C	EVA1C	NM_001286556.2	protein_coding	0	3	0	224	1	0	0	0	0	0	0	6	0	209	0	0	0	0	0	0	3	8
EVA1C	EVA1C	NM_001320744.2	protein_coding	0	3	0	224	1	0	0	0	0	0	0	6	0	209	0	0	0	0	0	0	3	8
EVA1C	EVA1C	NM_001320745.2	protein_coding	0	3	0	225	1	0	0	0	0	0	0	6	0	210	0	0	0	0	0	0	3	8
EVA1C	EVA1C	NM_058187.5	protein_coding	0	3	0	224	1	0	0	0	0	0	0	6	0	209	0	0	0	0	0	0	3	8
EVA1C	EVA1C	NR_104472.2		0	0	0	227	0	0	0	0	0	0	0	6	0	209	0	4	0	0	0	0	0	8
EVA1C	EVA1C	NR_135467.2		0	0	0	227	0	0	0	0	0	0	0	6	0	209	0	4	0	0	0	0	0	8
FAM207A	FAM207A	NM_001316983.1	protein_coding	0	1	3	116	0	0	0	0	0	0	0	10	0	92	3	0	0	0	0	0	1	14
FAM207A	FAM207A	NM_001316984.1	protein_coding	0	1	3	116	0	0	0	0	0	0	0	10	0	92	3	0	0	0	0	0	1	14
FAM207A	FAM207A	NM_001316985.1	protein_coding	0	1	3	116	0	0	0	0	0	0	0	10	0	92	3	0	0	0	0	0	1	14
FAM207A	FAM207A	NM_001316986.1	protein_coding	0	1	3	116	0	0	0	0	0	0	0	10	0	92	3	0	0	0	0	0	1	14
FAM207A	FAM207A	NM_001316987.1	protein_coding	0	1	3	116	0	0	0	0	0	0	0	10	0	92	3	0	0	0	0	0	1	14
FAM207A	FAM207A	NM_001316988.1	protein_coding	0	0	2	119	0	0	1	0	0	0	0	10	0	93	2	0	0	0	0	0	0	15
FAM207A	FAM207A	NM_058190.4	protein_coding	0	1	3	116	0	0	0	0	0	0	0	10	0	92	3	0	0	0	0	0	1	14
FAM3B	FAM3B	NM_058186.4	protein_coding	0	1	1	49	0	0	0	0	0	0	0	3	0	39	1	0	0	0	1	0	1	7
FAM3B	FAM3B	NM_206964.2	protein_coding	0	1	1	49	0	0	0	0	0	0	0	3	0	39	1	0	0	0	1	0	1	7
FTCD	FTCD.2	NM_001320412.2	protein_coding	0	2	3	87	0	0	0	0	0	0	0	25	0	55	3	0	0	0	0	0	2	7
FTCD	FTCD.2	NM_006657.3.2	protein_coding	0	2	2	88	0	0	0	0	0	0	0	25	0	56	2	0	0	0	0	0	2	7
FTCD	FTCD.2	NM_206965.2	protein_coding	0	2	2	87	3	0	0	0	0	0	0	24	0	53	2	0	0	0	0	0	2	7
FTCD-AS1	FTCD-AS1	NM_001350598.1	protein_coding	0	0	1	30	0	0	1	0	0	0	0	16	0	1	1	0	0	0	0	0	0	12
GABPA	GABPA	NM_001197297.2	protein_coding	0	0	0	41	1	0	0	0	0	0	0	8	0	29	0	0	0	0	0	0	0	3
GABPA	GABPA	NM_002040.4	protein_coding	0	0	0	41	1	0	0	0	0	0	0	8	0	29	0	0	0	0	0	0	0	3
GART	GART	NM_000819.5	protein_coding	0	0	2	62	0	0	0	0	0	0	0	6	0	50	2	0	0	0	0	0	0	6
GART	GART	NM_001136005.1.2	protein_coding	0	0	2	62	0	0	0	0	0	0	0	6	0	50	2	0	0	0	0	0	0	6
GART	GART	NM_001136006.1	protein_coding	0	0	2	62	0	0	0	0	0	0	0	6	0	50	2	0	0	0	0	0	0	6
GART	GART	NM_175085.3	protein_coding	0	0	1	39	2	0	0	0	0	0	0	11	0	20	1	0	0	0	0	0	0	6
GET1	GET1	NM_001146218.2	protein_coding	0	1	0	39	4	0	0	0	0	0	0	8	0	19	0	0	0	0	0	0	1	8
GET1	GET1	NM_001350293.1	protein_coding	0	1	0	48	4	0	0	0	0	0	0	8	0	29	0	0	0	0	0	0	1	7
GET1	GET1	NM_001350294.1	protein_coding	0	1	0	48	4	0	0	0	0	0	0	8	0	29	0	0	0	0	0	0	1	7
GET1	GET1	NM_001350295.1	protein_coding	0	1	0	48	4	0	0	0	0	0	0	8	0	29	0	0	0	0	0	0	1	7
GET1	GET1	NM_001350296.1	protein_coding	0	1	0	48	4	0	0	0	0	0	0	8	0	29	0	0	0	0	0	0	1	7
GET1	GET1	NM_004627.6	protein_coding	0	1	0	48	4	0	0	0	0	0	0	8	0	29	0	0	0	0	0	0	1	7
GET1	GET1	NR_146614.1		0	0	0	49	0	0	0	0	0	0	0	8	0	29	0	5	0	0	0	0	0	7
GET1	GET1	NR_146615.2		0	0	0	84	0	0	0	0	0	0	0	4	0	67	0	6	0	0	0	0	0	7
GET1	GET1	NR_146616.1		0	0	0	40	0	0	0	0	0	0	0	8	0	19	0	5	0	0	0	0	0	8
GRIK1	GRIK1	NM_000830.5	protein_coding	0	3	0	406	2	0	0	0	0	0	0	7	0	395	0	0	0	0	0	0	3	2
GRIK1	GRIK1	NM_001320616.2	protein_coding	0	3	0	426	0	0	0	0	0	0	0	1	0	423	0	0	0	0	0	0	3	2
GRIK1	GRIK1	NM_001320618.2	protein_coding	0	2	0	427	0	0	0	0	0	0	0	1	0	424	0	0	0	0	0	0	2	2
GRIK1	GRIK1	NM_001320621.2	protein_coding	0	2	0	427	0	0	0	0	0	0	0	1	0	424	0	0	0	0	0	0	2	2
GRIK1	GRIK1	NM_001320630.1	protein_coding	0	2	0	371	0	0	0	0	0	0	0	8	0	361	0	0	0	0	0	0	2	2
GRIK1	GRIK1	NM_001330993.2	protein_coding	0	3	0	426	0	0	0	0	0	0	0	1	0	423	0	0	0	0	0	0	3	2
GRIK1	GRIK1	NM_001330994.2	protein_coding	0	3	0	426	0	0	0	0	0	0	0	1	0	423	0	0	0	0	0	0	3	2
GRIK1	GRIK1	NM_175611.3	protein_coding	0	3	0	426	0	0	0	0	0	0	0	1	0	423	0	0	0	0	0	0	3	2
GRIK1-AS1	GRIK1-AS1	NR_027021.1		0	0	0	24	0	0	0	0	0	0	0	7	0	12	0	1	0	0	0	0	0	4
GRIK1-AS2	GRIK1-AS2	NR_033368.1		0	0	0	28	0	0	0	0	0	0	0	1	0	19	0	3	0	0	0	0	0	5
HLCS	HLCS	NM_000411.8	protein_coding	0	2	2	431	3	0	0	0	0	0	0	8	0	404	2	0	0	0	1	0	1	17
HLCS	HLCS	NM_001242784.3	protein_coding	0	2	2	359	3	0	3	0	0	0	0	8	0	331	2	0	0	0	1	0	1	15
HLCS	HLCS	NM_001242785.2	protein_coding	0	2	2	403	3	0	0	0	0	0	0	8	0	384	2	0	0	0	1	0	1	9
HLCS	HLCS	NM_001352514.2	protein_coding	0	2	2	359	3	0	0	0	0	0	0	8	0	334	2	0	0	0	1	0	1	15
HLCS	HLCS	NM_001352515.2	protein_coding	0	2	2	431	3	0	0	0	0	0	0	8	0	404	2	0	0	0	1	0	1	17
HLCS	HLCS	NM_001352516.2	protein_coding	0	2	2	402	3	0	0	0	0	0	0	8	0	384	2	0	0	0	1	0	1	8
HLCS	HLCS	NM_001352517.1	protein_coding	0	2	2	403	3	0	0	0	0	0	0	8	0	384	2	0	0	0	1	0	1	9
HLCS	HLCS	NM_001352518.1	protein_coding	0	2	2	346	3	0	0	0	0	0	0	8	0	325	2	0	0	0	1	0	1	11
HLCS	HLCS	NR_148020.2		0	1	0	434	0	0	0	0	0	0	0	8	0	403	0	7	0	0	1	0	0	17
HLCS	HLCS	NR_148021.1		0	1	0	406	0	0	0	0	0	0	0	8	0	383	0	7	0	0	1	0	0	9
HMGN1	HMGN1	NM_004965.7	protein_coding	0	0	1	46	2	0	0	0	0	0	0	14	0	23	1	0	0	0	0	0	0	7
HSF2BP	HSF2BP	NM_007031.2	protein_coding	0	3	0	110	0	2	2	0	0	0	0	0	0	103	0	0	0	0	1	0	0	6
HSPA13	HSPA13	NM_006948.5	protein_coding	0	0	2	43	5	0	0	0	0	0	0	9	0	24	2	0	0	0	0	0	0	5
HUNK	HUNK	NM_014586.2	protein_coding	0	2	1	268	24	0	0	0	0	0	0	12	0	220	1	0	0	0	0	0	2	12
ICOSLG	ICOSLG	NM_001283050.2.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ICOSLG	ICOSLG	NM_001283051.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ICOSLG	ICOSLG	NM_001283052.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ICOSLG	ICOSLG	NM_001365759.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ICOSLG	ICOSLG	NM_015259.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ICOSLG	ICOSLG.2	NM_001283050.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IFNAR1	IFNAR1	NM_000629.3	protein_coding	0	0	1	59	1	0	0	0	0	0	0	3	0	44	1	0	0	0	0	0	0	11
IFNAR2	IFNAR2	NM_000874.5	protein_coding	0	0	2	87	4	0	0	0	0	0	0	7	0	66	2	0	0	0	0	0	0	10
IFNAR2	IFNAR2	NM_001289125.1	protein_coding	0	1	1	86	1	0	0	0	0	0	0	6	0	70	1	0	0	0	1	0	0	10
IFNAR2	IFNAR2	NM_001289126.1	protein_coding	0	1	1	86	1	0	0	0	0	0	0	6	0	70	1	0	0	0	1	0	0	10
IFNAR2	IFNAR2	NM_001289128.1	protein_coding	0	1	1	86	1	0	0	0	0	0	0	6	0	70	1	0	0	0	1	0	0	10
IFNAR2	IFNAR2	NM_207584.3	protein_coding	0	0	2	87	4	0	0	0	0	0	0	7	0	66	2	0	0	0	0	0	0	10
IFNAR2	IFNAR2	NM_207585.2	protein_coding	0	1	1	86	1	0	0	0	0	0	0	6	0	70	1	0	0	0	1	0	0	10
IFNGR2	IFNGR2.2	NM_001329128.1	protein_coding	0	0	1	67	1	0	0	0	0	0	0	13	0	46	1	0	0	0	0	0	0	7
IFNGR2	IFNGR2.2	NM_005534.3.2	protein_coding	0	0	1	67	1	0	0	0	0	0	0	13	0	46	1	0	0	0	0	0	0	7
IGSF5	IGSF5	NM_001080444.1	protein_coding	0	2	4	298	2	0	1	0	0	0	0	8	0	264	4	0	0	0	1	0	2	23
IL10RB	IL10RB	NM_000628.5	protein_coding	0	0	2	108	3	0	1	0	0	0	0	11	0	86	2	0	0	0	1	0	0	7
IL10RB-DT	IL10RB-DT	NR_038974.1		0	0	0	17	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	9
ITGB2	ITGB2	NM_000211.5	protein_coding	0	6	0	126	2	0	0	0	0	0	0	13	0	101	0	0	0	0	1	0	5	11
ITGB2	ITGB2	NM_001127491.3	protein_coding	0	6	0	155	2	0	1	0	0	0	0	13	0	119	0	0	0	0	1	0	5	21
ITGB2	ITGB2	NM_001303238.2	protein_coding	0	5	0	128	2	1	2	0	0	0	0	13	0	101	0	0	0	0	1	0	3	11
ITGB2-AS1	ITGB2-AS1	NR_038311.1		0	0	0	55	0	0	0	0	0	0	0	21	0	16	0	7	0	0	0	0	0	11
ITGB2-AS1	ITGB2-AS1	NR_038312.1		0	0	0	55	0	0	0	0	0	0	0	21	0	16	0	7	0	0	0	0	0	11
ITGB2-AS1	ITGB2-AS1	NR_038313.1		0	0	0	55	0	0	0	0	0	0	0	21	0	16	0	7	0	0	0	0	0	11
ITGB2-AS1	ITGB2-AS1	NR_038314.1		0	0	0	55	0	0	0	0	0	0	0	21	0	16	0	7	0	0	0	0	0	11
ITGB2-AS1	ITGB2-AS1	NR_038315.1		0	0	0	55	0	0	0	0	0	0	0	21	0	16	0	7	0	0	0	0	0	11
ITGB2-AS1	ITGB2-AS1	NR_038316.1		0	0	0	55	0	0	0	0	0	0	0	21	0	16	0	7	0	0	0	0	0	11
ITSN1	ITSN1	NM_001001132.2	protein_coding	0	1	0	159	0	0	0	0	0	0	0	4	0	152	0	0	0	0	0	0	1	3
ITSN1	ITSN1	NM_001331008.2	protein_coding	0	1	0	159	0	0	0	0	0	0	0	4	0	152	0	0	0	0	0	0	1	3
ITSN1	ITSN1	NM_001331009.2	protein_coding	0	1	0	159	0	0	0	0	0	0	0	4	0	152	0	0	0	0	0	0	1	3
ITSN1	ITSN1	NM_001331010.2	protein_coding	0	4	1	280	18	0	0	0	0	0	0	12	0	248	1	0	0	0	1	0	3	3
ITSN1	ITSN1	NM_001331011.2	protein_coding	0	1	0	159	0	0	0	0	0	0	0	4	0	152	0	0	0	0	0	0	1	3
ITSN1	ITSN1	NM_001331012.2	protein_coding	0	1	0	159	0	0	0	0	0	0	0	4	0	152	0	0	0	0	0	0	1	3
ITSN1	ITSN1	NM_003024.3	protein_coding	0	4	1	280	18	0	0	0	0	0	0	12	0	248	1	0	0	0	1	0	3	3
JAM2	JAM2	NM_001270407.1	protein_coding	0	1	0	89	2	0	0	0	0	0	0	3	0	67	0	0	0	0	0	0	1	17
JAM2	JAM2	NM_001270408.2	protein_coding	0	1	0	87	0	0	0	0	0	0	0	4	0	66	0	0	0	0	0	0	1	17
JAM2	JAM2	NM_021219.4	protein_coding	0	1	0	89	2	0	0	0	0	0	0	3	0	67	0	0	0	0	0	0	1	17
JAM2	JAM2	NR_072999.2		0	0	0	90	0	0	0	0	0	0	0	3	0	67	0	3	0	0	0	0	0	17
KCNE1	KCNE1	NM_000219.6	protein_coding	0	1	0	23	0	0	2	0	0	0	0	0	0	16	0	0	0	0	1	0	0	5
KCNE1	KCNE1	NM_001270402.2	protein_coding	0	0	0	23	0	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	8
KCNE1	KCNE1	NM_001270403.2	protein_coding	0	0	0	23	0	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	8
KCNE1	KCNE1	NM_001270404.2	protein_coding	0	0	0	23	0	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	8
KCNE2	KCNE2	NM_172201.1	protein_coding	0	0	0	27	0	0	0	0	0	0	0	4	0	11	0	0	0	0	0	0	0	12
KCNJ15	KCNJ15	NM_001276435.1	protein_coding	0	0	1	107	2	0	0	0	0	0	0	8	0	90	1	0	0	0	0	0	0	7
KCNJ15	KCNJ15	NM_001276436.1	protein_coding	0	0	1	107	2	0	0	0	0	0	0	8	0	90	1	0	0	0	0	0	0	7
KCNJ15	KCNJ15	NM_001276437.2	protein_coding	0	0	1	154	11	0	0	0	0	0	0	5	0	120	1	0	0	0	0	0	0	18
KCNJ15	KCNJ15	NM_001276438.2	protein_coding	0	0	1	154	11	0	0	0	0	0	0	5	0	120	1	0	0	0	0	0	0	18
KCNJ15	KCNJ15	NM_001276439.2	protein_coding	0	0	1	154	11	0	0	0	0	0	0	5	0	120	1	0	0	0	0	0	0	18
KCNJ15	KCNJ15	NM_002243.5	protein_coding	0	0	1	113	11	0	0	0	0	0	0	5	0	90	1	0	0	0	0	0	0	7
KCNJ15	KCNJ15	NM_170736.3	protein_coding	0	0	1	113	11	0	0	0	0	0	0	5	0	90	1	0	0	0	0	0	0	7
KCNJ15	KCNJ15	NM_170737.2	protein_coding	0	0	1	88	2	0	0	0	0	0	0	8	0	74	1	0	0	0	0	0	0	4
KCNJ6	KCNJ6	NM_002240.5	protein_coding	0	2	0	577	37	0	0	0	0	0	0	7	0	527	0	0	0	0	0	0	2	6
KRTAP10-1	KRTAP10-1	NM_198691.3	protein_coding	0	2	8	10	1	0	0	0	0	0	0	4	0	0	8	0	0	0	0	0	2	5
KRTAP10-10	KRTAP10-10	NM_181688.3	protein_coding	0	6	11	19	1	0	0	0	0	2	0	9	0	0	9	0	0	0	0	0	6	9
KRTAP10-11	KRTAP10-11	NM_198692.3	protein_coding	0	0	3	29	0	0	0	0	0	0	0	17	0	0	3	0	0	0	0	0	0	12
KRTAP10-12	KRTAP10-12	NM_198699.1	protein_coding	0	1	2	35	0	0	0	0	0	0	0	24	0	0	2	0	0	0	0	0	1	11
KRTAP10-2	KRTAP10-2	NM_198693.4	protein_coding	0	2	5	31	7	0	2	1	0	0	0	9	0	0	4	0	0	0	0	0	2	13
KRTAP10-2	KRTAP10-2	NR_130165.1		0	0	0	38	0	0	0	0	0	0	0	9	0	7	0	9	0	0	0	0	0	13
KRTAP10-3	KRTAP10-3	NM_198696.3	protein_coding	0	3	4	20	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	3	12
KRTAP10-4	KRTAP10-4	NM_198687.2	protein_coding	0	0	3	50	3	0	0	0	0	0	0	23	0	0	3	0	0	0	0	0	0	24
KRTAP10-5	KRTAP10-5	NM_198694.3	protein_coding	0	0	5	51	1	0	0	0	0	0	0	22	0	0	5	0	0	0	0	0	0	28
KRTAP10-6	KRTAP10-6	NM_198688.3	protein_coding	1	1	2	33	2	0	0	0	0	0	0	25	0	0	2	0	0	0	1	1	0	6
KRTAP10-7	KRTAP10-7	NM_198689.3	protein_coding	0	5	6	34	4	0	0	0	0	0	0	23	0	0	6	0	0	0	0	0	5	7
KRTAP10-8	KRTAP10-8	NM_198695.2	protein_coding	0	0	3	16	0	0	0	0	0	0	0	13	0	0	3	0	0	0	0	0	0	3
KRTAP10-9	KRTAP10-9	NM_198690.3	protein_coding	0	4	4	24	5	0	0	0	0	0	0	10	0	0	4	0	0	0	0	0	4	9
KRTAP11-1	KRTAP11-1	NM_175858.3	protein_coding	0	0	2	17	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	9
KRTAP12-1	KRTAP12-1	NM_181686.2	protein_coding	0	0	0	58	1	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	37
KRTAP12-2	KRTAP12-2	NM_181684.3	protein_coding	0	0	5	31	1	0	0	0	0	0	0	14	0	0	5	0	0	0	0	0	0	16
KRTAP12-3	KRTAP12-3	NM_198697.2	protein_coding	0	0	1	32	1	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	18
KRTAP12-4	KRTAP12-4	NM_198698.1	protein_coding	0	1	0	40	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	1	25
KRTAP13-1	KRTAP13-1	NM_181599.3	protein_coding	0	1	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4
KRTAP13-2	KRTAP13-2	NM_181621.4	protein_coding	1	1	1	6	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	1	1	1
KRTAP13-3	KRTAP13-3	NM_181622.2	protein_coding	0	0	0	14	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	6
KRTAP13-4	KRTAP13-4	NM_181600.2	protein_coding	0	0	2	10	2	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	2
KRTAP15-1	KRTAP15-1	NM_181623.2	protein_coding	0	2	1	13	0	0	1	0	0	0	0	8	0	0	1	0	0	0	0	0	2	4
KRTAP19-1	KRTAP19-1	NM_181607.3	protein_coding	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
KRTAP19-2	KRTAP19-2	NM_181608.2	protein_coding	0	0	0	10	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6
KRTAP19-3	KRTAP19-3	NM_181609.4	protein_coding	0	0	0	14	1	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6
KRTAP19-4	KRTAP19-4	NM_181610.3	protein_coding	0	0	1	14	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	8
KRTAP19-5	KRTAP19-5	NM_181611.3	protein_coding	0	1	1	12	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	1	5
KRTAP19-6	KRTAP19-6	NM_001303120.1	protein_coding	1	1	0	16	0	0	0	0	0	0	0	7	0	1	0	0	1	1	0	0	1	9
KRTAP19-6	KRTAP19-6	NM_181612.3	protein_coding	1	1	0	16	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	1	9
KRTAP19-7	KRTAP19-7	NM_181614.2	protein_coding	0	0	0	15	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	7
KRTAP19-8	KRTAP19-8	NM_001099219.1	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
KRTAP20-1	KRTAP20-1	NM_181615.2	protein_coding	0	0	1	15	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	5
KRTAP20-2	KRTAP20-2	NM_181616.3	protein_coding	0	0	0	10	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5
KRTAP20-3	KRTAP20-3	NM_001128077.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
KRTAP20-4	KRTAP20-4	NM_001350977.1	protein_coding	0	0	0	23	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	9
KRTAP21-1	KRTAP21-1	NM_181619.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
KRTAP21-2	KRTAP21-2	NM_181617.3	protein_coding	0	0	1	18	0	0	1	0	0	0	0	11	0	0	1	0	0	0	0	0	0	6
